2.2583, -2.6855, -0.7629, -0.9724121094, -0.1226, 0.0667, 40.2000, 121.2000, 6.0000 
1.7090, -2.1667, -0.4883, -0.9670410156, -0.1296, 0.0715, 40.8000, 121.2000, 7.2000 
1.2207, -1.4343, -0.2747, -0.9743652344, -0.1353, 0.0730, 42.6000, 123.0000, 6.6000 
0.8850, -0.8545, -0.0305, -0.9855957031, -0.1406, 0.0789, 42.6000, 121.8000, 8.4000 
0.7019, -0.4883, 0.2441, -0.9956054688, -0.1458, 0.0779, 43.8000, 120.6000, 6.0000 
0.4272, -0.1831, 0.6104, -1.0087890625, -0.1487, 0.0825, 42.0000, 120.0000, 7.2000 
0.2747, -0.2136, 0.7019, -1.0073242188, -0.1455, 0.0845, 42.0000, 121.2000, 6.6000 
0.3052, -0.6104, 0.5188, -1.0034179688, -0.1411, 0.0894, 40.2000, 123.6000, 5.4000 
0.3967, -1.1292, 0.4272, -0.9892578125, -0.1460, 0.0884, 42.6000, 122.4000, 6.6000 
0.4272, -1.3123, 0.2441, -0.9819335938, -0.1492, 0.0847, 41.4000, 121.2000, 9.0000 
0.2136, -1.0986, 0.0610, -0.9792480469, -0.1470, 0.0850, 43.8000, 120.6000, 6.0000 
0.3052, -0.6104, 0.0000, -0.9833984375, -0.1458, 0.0845, 43.8000, 121.2000, 4.8000 
0.4272, -0.1831, 0.0610, -0.9882812500, -0.1394, 0.0842, 39.6000, 118.8000, 6.6000 
0.5188, 0.0916, 0.2441, -0.9885253906, -0.1450, 0.0845, 39.6000, 124.8000, 6.0000 
0.6104, 0.5188, 0.5188, -0.9880371094, -0.1497, 0.0884, 40.8000, 123.0000, 6.0000 
0.9155, 0.8850, 0.5798, -0.9860839844, -0.1538, 0.0881, 40.8000, 118.8000, 5.4000 
1.0986, 1.3733, 0.6104, -0.9868164063, -0.1545, 0.0908, 43.8000, 122.4000, 4.8000 
1.0986, 1.7700, 0.4883, -0.9833984375, -0.1536, 0.0925, 41.4000, 123.6000, 7.2000 
1.3123, 1.9226, 0.1221, -0.9846191406, -0.1509, 0.0962, 41.4000, 122.4000, 3.0000 
1.5564, 1.9836, -0.2136, -0.9899902344, -0.1433, 0.0959, 43.2000, 122.4000, 6.6000 
1.6785, 1.7090, -0.3357, -0.9958496094, -0.1387, 0.0925, 41.4000, 124.2000, 6.0000 
1.5869, 1.5259, -0.1221, -1.0007324219, -0.1335, 0.0964, 42.0000, 120.6000, 7.2000 
1.6479, 1.2207, 0.2441, -0.9978027344, -0.1326, 0.0991, 44.4000, 120.0000, 4.8000 
1.5869, 1.1292, 0.5798, -0.9960937500, -0.1343, 0.1035, 42.6000, 121.8000, 4.2000 
1.4038, 1.6174, 0.7935, -0.9951171875, -0.1350, 0.1055, 41.4000, 120.6000, 7.8000 
1.1292, 2.1973, 0.7019, -0.9951171875, -0.1331, 0.1030, 42.6000, 121.2000, 4.2000 
0.7019, 2.8076, 0.4272, -0.9963378906, -0.1279, 0.1028, 42.6000, 124.2000, 6.6000 
0.2136, 3.0823, 0.0916, -0.9953613281, -0.1243, 0.1021, 39.0000, 123.6000, 6.0000 
-0.3052, 2.9907, 0.0000, -0.9960937500, -0.1187, 0.1013, 43.2000, 121.2000, 6.0000 
-0.9460, 2.6855, 0.0000, -0.9895019531, -0.1147, 0.1028, 40.8000, 122.4000, 10.8000 
-1.4038, 2.3499, 0.0000, -0.9870605469, -0.1135, 0.1008, 40.8000, 121.8000, 5.4000 
-1.8311, 2.1362, 0.1831, -0.9860839844, -0.1169, 0.1006, 42.0000, 120.6000, 4.8000 
-2.4109, 2.1667, 0.4272, -0.9841308594, -0.1182, 0.0986, 40.2000, 123.6000, 8.4000 
-2.8076, 2.0752, 0.5798, -0.9875488281, -0.1213, 0.0967, 42.6000, 118.2000, 4.2000 
-3.1738, 2.0447, 0.7629, -0.9855957031, -0.1223, 0.0930, 42.6000, 118.8000, 6.6000 
-3.4790, 2.2278, 1.0681, -0.9846191406, -0.1260, 0.0898, 41.4000, 119.4000, 6.0000 
-3.7231, 2.9602, 1.2207, -0.9846191406, -0.1260, 0.0889, 41.4000, 122.4000, 6.6000 
-4.0894, 3.7842, 1.2207, -0.9897460938, -0.1274, 0.0874, 40.8000, 121.2000, 6.6000 
-4.3030, 4.0894, 1.1597, -0.9929199219, -0.1260, 0.0864, 40.2000, 121.2000, 6.0000 
-4.5471, 4.1504, 1.1902, -0.9926757813, -0.1279, 0.0896, 41.4000, 120.6000, 4.8000 
-4.7302, 3.7537, 1.1597, -0.9924316406, -0.1323, 0.0886, 40.2000, 121.2000, 4.8000 
-4.8218, 3.3569, 0.9766, -0.9902343750, -0.1348, 0.0935, 40.2000, 122.4000, 6.0000 
-5.0964, 3.1433, 0.9766, -0.9958496094, -0.1365, 0.1038, 42.6000, 120.0000, 6.6000 
-5.4626, 3.1738, 0.9766, -1.0083007813, -0.1362, 0.1086, 41.4000, 123.0000, 4.8000 
-5.6152, 3.3875, 0.9155, -1.0183105469, -0.1372, 0.1160, 40.2000, 123.0000, 7.2000 
-5.7373, 3.6316, 1.0376, -1.0209960938, -0.1365, 0.1184, 41.4000, 121.8000, 6.0000 
-5.7983, 3.6316, 1.1902, -1.0222167969, -0.1404, 0.1169, 39.6000, 121.2000, 7.8000 
-5.6763, 3.2654, 1.3428, -1.0114746094, -0.1455, 0.1160, 40.2000, 121.2000, 7.2000 
-5.3711, 2.8992, 1.4954, -1.0048828125, -0.1614, 0.1089, 41.4000, 120.0000, 6.0000 
-5.0049, 2.6855, 1.5869, -0.9958496094, -0.1672, 0.1052, 42.6000, 123.0000, 8.4000 
-4.4556, 2.5940, 1.3733, -0.9978027344, -0.1643, 0.1094, 42.6000, 119.4000, 10.2000 
-3.6926, 2.1973, 1.4038, -0.9934082031, -0.1616, 0.1060, 43.8000, 121.8000, 8.4000 
-3.1128, 1.7090, 1.4648, -0.9848632813, -0.1597, 0.1001, 40.8000, 123.0000, 7.2000 
-2.6855, 1.4954, 1.4343, -0.9799804688, -0.1563, 0.1016, 42.6000, 121.2000, 7.2000 
-2.3193, 1.7090, 1.3123, -0.9799804688, -0.1536, 0.1006, 42.6000, 120.6000, 6.6000 
-1.9531, 2.1973, 1.1292, -0.9875488281, -0.1514, 0.1035, 41.4000, 122.4000, 6.6000 
-1.7090, 2.2278, 0.9766, -0.9943847656, -0.1509, 0.1113, 41.4000, 121.8000, 10.2000 
-1.4343, 2.0447, 0.9155, -1.0007324219, -0.1462, 0.1125, 40.2000, 123.0000, 7.8000 
-1.1597, 1.8005, 0.8240, -1.0012207031, -0.1465, 0.1135, 42.0000, 121.2000, 10.2000 
-1.2207, 1.6174, 0.9766, -1.0009765625, -0.1499, 0.1094, 42.6000, 120.6000, 7.8000 
-1.3733, 1.4038, 1.1902, -0.9978027344, -0.1494, 0.1106, 39.6000, 121.8000, 6.0000 
-1.5564, 0.8850, 1.4038, -0.9909667969, -0.1418, 0.1096, 40.8000, 121.8000, 5.4000 
-1.7090, 0.3967, 1.6479, -0.9831542969, -0.1343, 0.1094, 41.4000, 125.4000, 9.0000 
-1.9226, 0.4578, 1.9836, -0.9777832031, -0.1343, 0.1108, 39.0000, 119.4000, 7.2000 
-2.3193, 1.0681, 2.0447, -0.9768066406, -0.1421, 0.1130, 42.0000, 121.8000, 9.6000 
-2.8381, 2.0447, 2.0447, -0.9814453125, -0.1489, 0.1140, 40.8000, 121.8000, 7.2000 
-3.2043, 2.6245, 1.9226, -0.9892578125, -0.1499, 0.1189, 40.8000, 121.8000, 3.6000 
-3.3569, 2.8992, 1.7395, -0.9985351563, -0.1497, 0.1235, 42.6000, 120.6000, 7.8000 
-3.6316, 2.8687, 1.4343, -1.0048828125, -0.1494, 0.1260, 42.0000, 120.6000, 7.2000 
-3.7231, 2.5635, 1.3733, -1.0048828125, -0.1475, 0.1226, 42.0000, 121.8000, 9.6000 
-3.7842, 2.2888, 1.4954, -1.0087890625, -0.1563, 0.1167, 39.0000, 121.8000, 6.6000 
-4.0588, 2.1057, 1.8005, -1.0019531250, -0.1619, 0.1208, 41.4000, 121.2000, 8.4000 
-4.1809, 2.0142, 1.9226, -1.0014648438, -0.1575, 0.1221, 43.2000, 120.6000, 7.2000 
