-8.3923, 0.1831, 1.6785, -1.0080566406, -0.0713, 0.0847, 23.4000, 125.4000, 5.4000 
-8.3618, 0.1526, 1.2207, -1.0083007813, -0.0723, 0.0884, 24.6000, 125.4000, 7.2000 
-8.1177, 0.1221, 0.5798, -1.0073242188, -0.0706, 0.0859, 25.8000, 126.0000, 6.0000 
-7.6599, 0.0916, 0.0305, -0.9997558594, -0.0676, 0.0884, 24.6000, 126.6000, 6.0000 
-7.0801, 0.0916, -0.1831, -0.9946289063, -0.0681, 0.0879, 24.6000, 128.4000, 7.8000 
-6.4392, 0.0000, -0.2441, -0.9907226563, -0.0667, 0.0850, 24.6000, 127.2000, 7.8000 
-5.8289, 0.1526, -0.0610, -0.9919433594, -0.0649, 0.0857, 25.2000, 129.0000, 4.8000 
-5.4016, 0.5493, 0.3052, -0.9965820313, -0.0610, 0.0850, 22.2000, 125.4000, 7.8000 
-5.0049, 0.6104, 0.8850, -1.0034179688, -0.0566, 0.0845, 22.8000, 126.0000, 4.8000 
-4.6692, 0.5798, 1.6174, -1.0095214844, -0.0532, 0.0837, 24.6000, 127.2000, 7.8000 
-4.5166, 0.6104, 2.1667, -1.0097656250, -0.0508, 0.0820, 25.2000, 126.6000, 6.6000 
-4.5166, 0.6714, 2.4414, -1.0075683594, -0.0483, 0.0828, 22.8000, 126.6000, 10.2000 
-4.6692, 0.8240, 2.4414, -0.9997558594, -0.0439, 0.0859, 27.0000, 126.6000, 7.2000 
-4.8828, 0.8545, 2.2278, -0.9934082031, -0.0466, 0.0842, 25.2000, 126.6000, 7.8000 
-5.1880, 1.2207, 1.8311, -0.9870605469, -0.0491, 0.0854, 28.2000, 127.2000, 6.6000 
-5.5542, 1.5564, 1.3733, -0.9929199219, -0.0483, 0.0913, 27.6000, 125.4000, 7.2000 
-5.8594, 1.5564, 1.0681, -0.9968261719, -0.0498, 0.0896, 27.6000, 127.8000, 7.8000 
-6.0425, 1.6479, 0.9766, -1.0004882813, -0.0552, 0.0925, 26.4000, 125.4000, 7.8000 
-6.0120, 1.6785, 0.8545, -1.0065917969, -0.0613, 0.0979, 28.2000, 126.6000, 7.8000 
-5.8289, 1.6479, 0.6409, -1.0144042969, -0.0691, 0.0991, 25.2000, 127.2000, 4.8000 
-5.5542, 1.6174, 0.3357, -1.0158691406, -0.0728, 0.1025, 25.2000, 127.2000, 9.0000 
-5.2795, 1.5259, 0.3052, -1.0136718750, -0.0718, 0.1001, 26.4000, 124.2000, 10.2000 
-4.9133, 1.7395, 0.4272, -1.0087890625, -0.0662, 0.0935, 25.2000, 127.2000, 7.2000 
-4.5166, 1.9836, 0.6104, -1.0000000000, -0.0645, 0.0908, 27.0000, 128.4000, 7.8000 
-4.1199, 2.0447, 0.7629, -0.9938964844, -0.0576, 0.0876, 25.2000, 126.6000, 9.6000 
-3.7231, 2.1973, 1.0681, -0.9899902344, -0.0549, 0.0864, 24.0000, 125.4000, 9.0000 
-3.4485, 2.1362, 1.4343, -0.9914550781, -0.0554, 0.0859, 25.2000, 126.0000, 10.8000 
-3.2959, 2.2278, 1.8005, -0.9912109375, -0.0574, 0.0867, 25.2000, 123.0000, 8.4000 
-3.2043, 2.2888, 1.8921, -0.9968261719, -0.0605, 0.0891, 25.2000, 126.0000, 9.6000 
-3.0518, 2.4109, 1.7395, -0.9980468750, -0.0613, 0.0901, 25.2000, 127.2000, 9.0000 
-2.9907, 2.6855, 1.4038, -1.0014648438, -0.0632, 0.0967, 25.2000, 127.8000, 8.4000 
-2.9907, 2.8381, 1.0681, -1.0009765625, -0.0645, 0.0972, 23.4000, 129.0000, 6.6000 
-2.8992, 3.0212, 0.7324, -1.0034179688, -0.0652, 0.0950, 23.4000, 125.4000, 7.8000 
-2.6855, 3.2654, 0.4883, -1.0068359375, -0.0620, 0.0989, 26.4000, 126.0000, 6.0000 
-2.3804, 3.3875, 0.2136, -1.0078125000, -0.0640, 0.1050, 27.0000, 124.8000, 7.2000 
-2.0142, 3.2959, -0.0305, -1.0080566406, -0.0649, 0.1013, 26.4000, 126.6000, 10.2000 
-1.6785, 3.0518, -0.0916, -1.0036621094, -0.0659, 0.0962, 27.6000, 125.4000, 9.6000 
-1.4343, 3.0518, 0.0916, -0.9997558594, -0.0688, 0.0911, 27.6000, 128.4000, 10.2000 
-1.0986, 3.0823, 0.3052, -0.9963378906, -0.0681, 0.0928, 25.2000, 124.2000, 8.4000 
-0.7324, 3.0212, 0.6104, -1.0009765625, -0.0625, 0.0928, 23.4000, 127.2000, 7.2000 
-0.4883, 3.1433, 0.9460, -1.0061035156, -0.0574, 0.0916, 24.0000, 125.4000, 10.8000 
-0.4883, 3.1128, 1.2207, -1.0095214844, -0.0559, 0.0947, 25.2000, 124.8000, 10.8000 
-0.6104, 2.9602, 1.3123, -1.0087890625, -0.0540, 0.0933, 25.2000, 126.0000, 9.0000 
-0.9155, 3.0212, 1.1292, -1.0061035156, -0.0554, 0.0940, 25.2000, 126.0000, 9.0000 
-1.1597, 2.9907, 0.9766, -0.9997558594, -0.0576, 0.0920, 25.8000, 126.6000, 7.8000 
-1.3123, 3.1128, 0.6714, -0.9963378906, -0.0618, 0.0952, 26.4000, 125.4000, 7.8000 
-1.3123, 3.1433, 0.5188, -0.9956054688, -0.0618, 0.0938, 25.8000, 126.0000, 9.6000 
-1.3733, 3.1738, 0.3967, -0.9992675781, -0.0593, 0.0942, 25.8000, 126.6000, 9.6000 
-1.5259, 3.2349, 0.4883, -1.0043945313, -0.0520, 0.0959, 26.4000, 126.6000, 7.2000 
-1.8005, 3.2349, 0.7324, -1.0122070313, -0.0483, 0.0940, 25.2000, 124.2000, 6.6000 
-1.8616, 3.1738, 1.1292, -1.0192871094, -0.0486, 0.0923, 24.6000, 127.8000, 6.6000 
-1.9531, 3.0823, 1.5564, -1.0234375000, -0.0461, 0.0955, 25.8000, 126.0000, 9.6000 
-1.8921, 2.9907, 1.8005, -1.0212402344, -0.0476, 0.0967, 24.0000, 128.4000, 9.0000 
-1.8311, 2.9907, 1.9226, -1.0109863281, -0.0483, 0.0906, 27.0000, 128.4000, 9.6000 
-1.9226, 3.0212, 1.9531, -0.9995117188, -0.0552, 0.0901, 25.2000, 126.0000, 8.4000 
-2.1057, 2.7466, 1.7700, -0.9897460938, -0.0557, 0.0911, 24.6000, 125.4000, 9.0000 
-2.2888, 2.4719, 1.3733, -0.9853515625, -0.0535, 0.0918, 27.0000, 124.8000, 7.2000 
-2.4109, 2.2888, 0.8850, -0.9853515625, -0.0508, 0.0969, 25.2000, 126.0000, 7.2000 
-2.5330, 2.4109, 0.5798, -0.9919433594, -0.0496, 0.1023, 22.2000, 129.0000, 8.4000 
-2.5024, 2.7466, 0.6409, -1.0061035156, -0.0515, 0.1016, 25.2000, 124.2000, 7.8000 
-2.4719, 2.9907, 0.8545, -1.0166015625, -0.0601, 0.1030, 24.6000, 123.6000, 9.0000 
-2.3804, 3.0823, 0.9460, -1.0312500000, -0.0649, 0.1028, 26.4000, 125.4000, 10.2000 
-2.1667, 2.8381, 0.8240, -1.0319824219, -0.0691, 0.1033, 24.0000, 126.0000, 9.6000 
